election_type,year,state,constituency,code,candidate,gender,party,votes,position,elected
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,NWAFOR ONYEKA YOUNG,M,UPP,485,4,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,EGWUATU EJIOFOR FREDRICK ARINZE,M,PDC,143,5,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,ELDER SAMUEL EKWREAKU,M,AGAP,43,6,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,CHINELO M. OJEKWE,F,DPP,31,7,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,NWOBODO IFEOMA CHRISTIANA,F,SDP,31,8,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,AKUBUIKE NNAEMEKA,M,PPP,22,9,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,OFOJEBE AUGUSTINA UDEGO,F,ADC,19,10,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,NWACHUKWU EBO BENJAMIN,M,MPN,9,11,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,OTIMKPU PASCHAL CHIZOBA,M,ACD,6,12,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,SUNDAY IGWEBUIKE,M,ID,2,13,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,OBIAJULU BENEDICT IZUCHUKWU,M,JMPP,2,14,0
house,2019,Anambra,ONITSHA NORTH/ONISHA SOUTH,FC/028/AN,EMMANUEL CHUKWUNONYE UCHE,M,KP,2,15,0
house,2019,Anambra,ORUMBA NORTH/ORUMBA SOUTH,FC/037/AN,EZENWANKWO OKWUDILI CHRISTOPHER,M,APGA,16307,1,1
house,2019,Anambra,ORUMBA NORTH/ORUMBA SOUTH,FC/037/AN,PRINCESS CHINWE NNABUIFE CLARA,F,YPP,14751,2,0
house,2019,Anambra,ORUMBA NORTH/ORUMBA SOUTH,FC/037/AN,NWANKWO CHINELO,F,PDP,10540,3,0
house,2019,Anambra,ORUMBA NORTH/ORUMBA SOUTH,FC/037/AN,UCHENNA LEONARD OKONKWO OKOM,M,APC,2426,4,0
house,2019,Anambra,ORUMBA NORTH/ORUMBA SOUTH,FC/037/AN,EZEONWUKA SOPULUCHUKWU ELBERT,M,A,538,5,0
house,2019,Anambra,OYI/AYAMELUM,FC/031/AN,BAR. VINCENT OFUMELU,M,PDP,26195,1,1
house,2019,Anambra,OYI/AYAMELUM,FC/031/AN,EKENE ENEFE,M,APGA,17185,2,0
house,2019,Anambra,OYI/AYAMELUM,FC/031/AN,CHINEDU ELUEMUNOH,M,APC,4238,3,0
house,2019,Bauchi,BAUCHI,FC/039/BA,ABDULLAHI YAKUBU.S,M,PRP,69088,1,1
house,2019,Bauchi,BAUCHI,FC/039/BA,MUHAMMED SABO .C,M,APC,53470,2,0
house,2019,Bauchi,BAUCHI,FC/039/BA,AMINU ALIYU .G,M,PDP,43727,3,0
house,2019,Bauchi,BAUCHI,FC/039/BA,SANI ZUBAIRU,M,NNPP,4266,4,0
house,2019,Bauchi,BAUCHI,FC/039/BA,JIBRIN ADAMU,M,GPN,595,5,0
house,2019,Bauchi,BAUCHI,FC/039/BA,JIBRIN YAKUBU .H,M,APP,382,6,0
house,2019,Bauchi,BAUCHI,FC/039/BA,UMAR ABUBAKAR,M,ADC,348,7,0
house,2019,Bauchi,BAUCHI,FC/039/BA,ABDULLAHI ADAMU,M,ACD,333,8,0
house,2019,Bauchi,BAUCHI,FC/039/BA,ABDULRAHMAN KAWU,M,APM,148,9,0
house,2019,Bauchi,BAUCHI,FC/039/BA,FAROUK AHMED .U,M,SDP,133,10,0
house,2019,Bauchi,BAUCHI,FC/039/BA,LAWAN SALISU,M,DPC,37,11,0
house,2019,Bauchi,BAUCHI,FC/039/BA,RABIU ADAMU,M,ABP,35,12,0
house,2019,Bauchi,BAUCHI,FC/039/BA,HABILA ALI,M,MMN,28,13,0
house,2019,Bauchi,BAUCHI,FC/039/BA,EL-MANSUR ISAH,M,MAJA,27,14,0
house,2019,Bauchi,BAUCHI,FC/039/BA,MUHAMMAD HAMIDU,M,JMPP,26,15,0
house,2019,Bauchi,BAUCHI,FC/039/BA,AHMAD CAPTAIN .Y,M,NRM,23,16,0
house,2019,Bauchi,BAUCHI,FC/039/BA,DANJUMA AMINU,M,UPC,21,17,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,MANU SORO .M,M,APC,45867,1,1
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,DAYYABU CHIROMA,M,PRP,20988,2,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,IBRAHIM HASSAN .G,M,PDP,19897,3,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,ADAMU MAGAJI,M,NNPP,3580,4,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,UMARU IBRAHIM .A,M,GPN,1521,5,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,ADAMU MUSA .T,M,PDC,202,6,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,IDRIS BABAJI .A,M,APM,198,7,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,BABALE SHEHU,M,ADC,176,8,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,ALIYU ABUBAKAR,M,DPC,93,9,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,MUSTAPHA IBRAHIM,M,DA,87,10,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,ABDULLAHI MILLA,M,SDP,84,11,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,BELLO ABUBAKAR .M,M,NRM,66,12,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,SANI MAIKASUWA,M,ACD,30,13,0
house,2019,Bauchi,DARAZO/ GANJUWA,FC/043/BA,SALIU USMAN,M,MAJA,27,14,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,RT.HON.YAUBU DOGARA,,PDP,73609,1,1
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,DALHATU ABUBAKAR .K,M,APC,50078,2,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,BARR. SAMAILA IDRIS,M,NNPP,1675,3,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PRP,388,4,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PDC,289,5,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ADC,118,6,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,APM,41,7,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PPN,39,8,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,DA,35,9,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ANPP,33,10,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ABP,31,11,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,MMN,22,12,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,APN,22,13,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,DPC,21,14,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,NPC,21,15,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,APP,18,16,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,NRM,17,17,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,GPN,16,18,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,JNP,14,19,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,SDP,13,20,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ABP,10,21,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,URM,10,22,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,MAJA,9,23,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,GNPP,9,24,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ACD,8,25,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,DCP,8,26,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,A,7,27,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,UPC,7,28,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,APA,5,29,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,JMPP,4,30,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PPC,4,31,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PCP,4,32,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,GPC,4,33,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PDC,3,34,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,NPM,2,35,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,RPN,2,36,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,NPC,2,37,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,DPN,2,38,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,NRD,2,39,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ADP,2,40,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,UPC,1,41,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PPA,1,42,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PDM,1,43,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,NPP,1,44,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,AMP,1,45,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,ADC,1,46,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,APD,1,47,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,PPM,1,48,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,P.PARTY,1,49,0
house,2019,Bauchi,DASS/TAFAWA BALEWA/BOGORO,FC/040/BA,,,AND,1,50,0
house,2019,Bauchi,GAMAWA,FC/046/BA,GARBA GOLOLO .M,M,APC,16605,1,1
house,2019,Bauchi,GAMAWA,FC/046/BA,ISA MOHAMMED,M,NNPP,12748,2,0
house,2019,Bauchi,GAMAWA,FC/046/BA,AHMED MADAKI,M,PDP,9111,3,0
house,2019,Bauchi,GAMAWA,FC/046/BA,MUSTAPHA ABDUL,M,GPN,233,4,0
house,2019,Bauchi,GAMAWA,FC/046/BA,WAZIRI ISA,M,PRP,84,5,0
house,2019,Bauchi,GAMAWA,FC/046/BA,BASHIR UMAR .D,M,ADC,64,6,0
house,2019,Bauchi,GAMAWA,FC/046/BA,DAHIRU ALHAJI,M,ACD,51,7,0
house,2019,Bauchi,GAMAWA,FC/046/BA,ALHAJI UMAR,M,APP,21,8,0
house,2019,Bauchi,GAMAWA,FC/046/BA,UMAR HUSSAINI,M,DPC,17,9,0
house,2019,Bauchi,GAMAWA,FC/046/BA,ALHAJI ISNAIN,M,SDP,6,10,0
house,2019,Bauchi,GAMAWA,FC/046/BA,IBRAHIM ALIYU,M,MAJA,5,11,0
house,2019,Bauchi,JAMARE/IFAS GADAM,FC/047/BA,UBA BASHIR .M,M,APC,32553,1,1
house,2019,Bauchi,JAMARE/IFAS GADAM,FC/047/BA,AHMED ABDULKADIR /M,M,PDP,13581,2,0
house,2019,Bauchi,JAMARE/IFAS GADAM,FC/047/BA,ADAMU GARBA,M,NNPP,10612,3,0
