election_type,year,state,constituency,code,candidate,gender,party,votes,position,elected
senate,2019,Kano,KANO CENTRAL,SD/055/KN,NASIRU IBRAHIM,M,APA,912,9,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,ABDULLAHI IBRAHIM,M,AD,903,10,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,HADI INUWA M.,M,LPN,720,11,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,KANKAROFI AHMED BALA,M,GPN,706,12,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,GARBA AMINU,M,MPN,544,13,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,AL-GHAZALI IBRAHIM ALI,M,NRM,473,14,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,AMINU RABIU,M,PPN,392,15,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,AMINU AHMAD UMAR,M,APP,387,16,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,IBRAHIM ALIKO NASIRU,M,A,367,17,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,SHEHU MUNZALI,M,AGA,345,18,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,RABIU ALMUSTAFA,M,AA,298,19,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,BASAF ABDULLAHI GHALI,M,ANP,287,20,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,BUHARI ABBAS,M,ANDP,236,21,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,SAIDU SHEHU UBALE,M,NAC,234,22,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,UMAR SABO ABDULLAHI,M,UPP,169,23,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,HARUNA IBRAHIM,M,LP,167,24,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,DANPULLO SADIQ HAMZA AHMED,M,UPC,159,25,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,MUHAMMAD SANI AHMAD,M,DA,148,26,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,ABDU DIJE L.,F,DPC,148,27,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,MUSTAPHA SALMAN,M,MMN,135,28,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,ISA BIN HARON,M,JMPP,122,29,0
senate,2019,Kano,KANO CENTRAL,SD/055/KN,MUSTAPHA ABUBAKAR,M,CAP,111,30,0
senate,2019,Kano,KANO NORTH,SD/056/KN,BARAU JIBRIN I.,M,APC,286419,1,1
senate,2019,Kano,KANO NORTH,SD/056/KN,AHMED GARBA BICHI,M,PDP,155638,2,0
senate,2019,Kano,KANO NORTH,SD/056/KN,LAWAL ADANAN AUDI,M,PRP,10364,3,0
senate,2019,Kano,KANO NORTH,SD/056/KN,MAIKUDI SULAIMAN,M,APDA,5551,4,0
senate,2019,Kano,KANO NORTH,SD/056/KN,ABUBAKAR ABUBAKAR,M,ANDP,1723,5,0
senate,2019,Kano,KANO NORTH,SD/056/KN,AUWAL ABDULLAHI M,M,PPC,1649,6,0
senate,2019,Kano,KANO NORTH,SD/056/KN,IBRAHIM LABO UMAR,M,AD,1314,7,0
senate,2019,Kano,KANO NORTH,SD/056/KN,BANGARE WASILU HASSAN,M,ANP,765,8,0
senate,2019,Kano,KANO NORTH,SD/056/KN,MUHAMMAD AYUBA,M,PPA,372,9,0
senate,2019,Kano,KANO NORTH,SD/056/KN,AHMAD ADO,M,AA,351,10,0
senate,2019,Kano,KANO NORTH,SD/056/KN,MOHAMMED HARUNA SHUWAKI,M,NPM,339,11,0
senate,2019,Kano,KANO NORTH,SD/056/KN,AHMED KABIRU BICHI,M,AGA,309,12,0
senate,2019,Kano,KANO NORTH,SD/056/KN,ALI KABIRU MUHAMMAD,M,APP,270,13,0
senate,2019,Kano,KANO NORTH,SD/056/KN,SALE USMAN,M,PPN,244,14,0
senate,2019,Kano,KANO NORTH,SD/056/KN,SHAMSUDEEN BICHI,M,ADC,193,15,0
senate,2019,Kano,KANO NORTH,SD/056/KN,BALARABE ALKASSIM AHMAD,M,LPN,186,16,0
senate,2019,Kano,KANO NORTH,SD/056/KN,SHEHU ABDULLAHI NUHU,M,MPN,172,17,0
senate,2019,Kano,KANO NORTH,SD/056/KN,SHEHU MUSTAPHA GWARZO,M,LP,136,18,0
senate,2019,Kano,KANO NORTH,SD/056/KN,BASHIR ALI,M,ACD,96,19,0
senate,2019,Kano,KANO NORTH,SD/056/KN,GWARZO JAMILU AHMED,M,A,94,20,0
senate,2019,Kano,KANO NORTH,SD/056/KN,HASSAN SHUAIBU MOHAMMED,M,JMPP,71,21,0
senate,2019,Kano,KANO NORTH,SD/056/KN,NASIR MOH'D BALA,M,UPP,71,22,0
senate,2019,Kano,KANO NORTH,SD/056/KN,BAGWAI GADDAFI SANI,M,DPC,70,23,0
senate,2019,Kano,KANO NORTH,SD/056/KN,BURUNTUMAU GARBA MAGAJI,M,SDP,69,24,0
senate,2019,Kano,KANO NORTH,SD/056/KN,HASIRU HASSAN,M,GPN,66,25,0
senate,2019,Kano,KANO NORTH,SD/056/KN,GAMBO ABUBAKAR IDRIS,M,HDP,62,26,0
senate,2019,Kano,KANO NORTH,SD/056/KN,ADO ALI T/WADA,M,PT,60,27,0
senate,2019,Kano,KANO NORTH,SD/056/KN,GARBA TAUWA AUWAL,M,CAP,54,28,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,GAYA IBRAHIM KABIRU,M,APC,319004,1,1
senate,2019,Kano,KANO SOUTH,SD/057/KN,ABDULLAHI SANI ROGO,M,PDP,217520,2,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,YAHAYA BALA KARAYE,M,PRP,30013,3,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,RIMI MUHAMMAD GALADIMA,M,ANP,2065,4,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,SANI ABDULLAHI,M,APDA,859,5,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,ABDULRAHMAN ABUBAKAR,M,APA,830,6,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,HAMZA SA'IDU,M,HDP,827,7,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,MOHAMMED SULE,M,PPN,711,8,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,ABUBARKAR MURTALA ABDULLAHI,M,ADC,507,9,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,ZAHARADEEN I KARAYE,M,AD,381,10,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,ABUBARKAR SALEH MUHAMMAD,M,NPM,342,11,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,UMAR MUSA DARKI,M,LP,333,12,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,SHEHI ABBA KIRU,M,AGA,265,13,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,GAYA MUSTAPHA IDI,M,ADP,264,14,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,HASSAN AL HASSAN,M,ANDP,261,15,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,AMINU GARBA,M,PT,225,16,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,SHEHU MAHMUD,M,LPN,223,17,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,ABDULRASHID AUWAL,M,MPN,202,18,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,YAKUBU YAKUBU ABUBAKAR,M,APP,191,19,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,HABIBU ABDULLAHI,M,DA,150,20,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,NASIRU MUHAMMAD,M,ACD,133,21,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,SHA'ARANI YUSUF MUHD,M,AA,115,22,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,UMAR YUSUF KIBIYA,M,A,111,23,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,ADAMU DANYAYA ZAREWA,M,GPN,101,24,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,SULE USAINI,M,SDP,93,25,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,MAGAJI KANI IBRAHIM,M,JMPP,89,26,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,DALHA LABARAN,M,UPP,60,27,0
senate,2019,Kano,KANO SOUTH,SD/057/KN,IBRAHIM ABDULRASHID SAIDU,M,CAP,58,28,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,ABDULLAHI ENGR. KABIR BARKIYA,M,APC,340800,1,1
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,GAMBO HAMISU,M,PDP,124372,2,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,LAWAL BOYI SALIMU,M,A,1386,3,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,SADA ZAINAB MOHAMMED,F,NRM,1301,4,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,UMAR HALADU,M,ADC,1209,5,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,LAWAL ABUBAKAR,M,DA,472,6,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,YUSUF KABIRU,M,PPN,321,7,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,BALA HARUNA,M,PRP,285,8,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,ABBA ARMA YA'U,M,JMPP,182,9,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,MUHAMMAD JIBIA SALISU,M,UPC,96,10,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,ALH. ABUBAKAR BILYA FUNTUA,M,SDP,86,11,0
senate,2019,Katsina,KATSINA CENTRAL,SD/060/KT,KHALID ABDULLAHI,M,PT,77,12,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,BABBA AHMAD KAITA,M,APC,339438,1,1
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,USMAN MANI NASARAWA,M,PDP,127529,2,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,NALADO MUHAMMAD LAWAL,M,A,14152,3,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,IBRAHIM NURA,M,DA,568,4,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,MAMMAN ABDULLAHI INGAWA,M,NRM,345,5,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,MURTALA HALILU,M,PPC,268,6,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,MOHAMMED SADA LAWAL,M,ADC,182,7,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,ADODO MURTALA ADAMU,M,JMPP,155,8,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,MUSA ISMAIL,M,PRP,123,9,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,HON. NURADEEN MUJAHID,M,SDP,59,10,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,LAWAL YAHAYA,M,PPN,52,11,0
senate,2019,Katsina,KATSINA NORTH,SD/058/KT,IBRAHIM SANI IRO,M,PT,24,12,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,MANDIYA BELLO,M,APC,433139,1,1
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,IMAM SHEHU INUWA,M,PDP,158081,2,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,SHU'AIBU MOHAMMED,M,PRP,5011,3,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,MAL. NURA AMADU,M,ADC,625,4,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,YUSUF MUHAMMAD,M,NRM,515,5,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,SURAJO ZAHARADEEN FUNTUA,M,C4C,365,6,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,LAWAL ABUBAKAR,M,PPN,268,7,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,YUNUSA LAWAL IBRAHIM,M,SDP,162,8,0
senate,2019,Katsina,KATSINA SOUTH,SD/059/KT,ALIYU MOHAMMED MATAZU,M,PT,36,9,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ADAMU MAINASARA ALIERO MUHAMMAD,M,APC,232000,1,1
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,SHEHU ABUBAKAR,M,PDP,75638,2,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,SANI SAMAILA,M,SDP,5919,3,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ABUBAKAR HAJARA B/KEBBI,F,APA,410,4,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,MOHAMMAD HASSAN,M,NRM,368,5,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,MUHAMMED ABDULAZIZ,M,PPA,325,6,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,BUHARI ABDULLAHI,M,APP,293,7,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,UMAR BASHAR,M,RP,273,8,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,KASIMU UMAR,M,NPC,144,9,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,LAWAL DAUDA,M,SNP,139,10,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ADBDULLAHI ABUBAKAR,M,DPP,134,11,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ABDULLAHI MOHAMMED,M,AAP,94,12,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,SHEHU FARUKU SHEHU,M,ADC,79,13,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,USMAN IBRAHIM,M,ANDP,63,14,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,DANKO SANI ZUBAIRU,M,HDP,62,15,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ABUBAKAR IBRAHIM,M,A,59,16,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,MUHAMMAD SIDI ALI,M,DA,58,17,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,BAGUDU HELAMA,M,PT,50,18,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,MUHAMMED ZAYYANU,M,PPN,49,19,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ABUBAKAR SHEHU,M,NCMP,38,20,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,ABUBAKAR SUWAIBA,F,NAC,32,21,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,SHEHU MOHAMMED MUSA,M,GPN,23,22,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,AHMED YUSHA'U,M,KP,14,23,0
senate,2019,Kebbi,KEBBI CENTRAL,SD/062/KB,JEGA USMAN ADAMU,M,JMPP,10,24,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,ABDULLAHI ABUBAKAR YAHAYA,M,APC,170624,1,1
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,USMAN BELLO SURU,M,PDP,66815,2,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,HAMIDU UMAR,M,DA,1015,3,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,ABDULLAHI DANTATI,M,APA,607,4,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,YAKUBU MAGAJIN HALILU,M,PT,301,5,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,SANNI AISHATU,F,AD,209,6,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,DALHATU KABIRU,M,HDP,176,7,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,GARBA ALIYU SANI,M,SDP,154,8,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,BALA SUFFIYANU,M,ADC,151,9,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,MOHAMMED SHAFAATU,F,A,149,10,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,NUHU MOHAMMED,M,GPN,136,11,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,ADAMU UMAR MAI GWAZA,M,NRM,111,12,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,IBRAHIM KABIRU,M,JMPP,106,13,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,SURU SHAMSU HUSAINI,M,MPN,106,14,0
senate,2019,Kebbi,KEBBI NORTH,SD/061/KB,SANUSI BALA USMAN,M,NCMP,85,15,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,NA ALLAH BALA IBN,M,APC,136287,1,1
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,DIKKI BENJAMIN EZRA,M,PDP,62733,2,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,HUSSAIN ZANGE ZURU,M,SDP,1584,3,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,HAMIS YUSUF AHMED,M,DA,706,4,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,JUNAIDU MODI,M,ADC,609,5,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,MUSA AMINA,F,GPN,177,6,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,AUDU SANUSI,M,NRM,150,7,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,MUSA ABANKA JOSEPH IBRAHIM,M,JMPP,117,8,0
senate,2019,Kebbi,KEBBI SOUTH,SD/063/KB,LAWAL MOHAMMED,M,NCMP,94,9,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,YAKUBU OSENI,M,APC,76183,1,1
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,AKPOTI NATASHA HADIZA,F,SDP,48056,2,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,OGEMBE SALAU AHMED,M,PDP,18349,3,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,ABDULKADIR YAHAYA OHIANI,M,ADC,528,4,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,NASIRU YAHAYA,M,PT,261,5,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,ADABARA ALIU KAREEM,M,ADP,214,6,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,HAKEEM MOHAMMED,M,MPN,107,7,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,JIMOH DAUDA RAJI,M,ACPN,86,8,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,EZEKIEL IRAH TAIYE,M,APM,82,9,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,ONIMISI STEPHEN ALIYU,M,PPA,56,10,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,MOHAMMED O. IBRAHIM,M,LP,43,11,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,ISAH YUNUSA,M,PPN,31,12,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,ABDULRAHIM NASIRU,M,DPP,25,13,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,SALIU YUSUF,M,AD,22,14,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,SALAMI ADEIZA CHRISTOHER,M,DA,20,15,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,ABDULMALIK ZULEIHAT,F,A,18,16,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,GABRIEL DANIEL OTOHINOYI,M,UPC,8,17,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,AMOS AKINDELE,M,CAP,4,18,0
senate,2019,Kogi,KOGI CENTRAL,SD/064/KG,AVOSUAHI AMINU FATIMA,F,UPP,0,19,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ISAH JIBRIN,M,APC,134189,1,1
senate,2019,Kogi,KOGI EAST,SD/065/KG,ALI ATAI AIDOKO USMAN,M,PDP,74201,2,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ADOJI VICTOR ALEWO,M,ADC,31171,3,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ABUBAKAR ABDULRAHMAN,M,SDP,1721,4,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,EDIME GODWIN AMADE,M,APDA,1525,5,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,EGWUABA REUBEN,M,A,997,6,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,OJOGBANE BENJAMIN IDOKO,M,APGA,782,7,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,FRIDAY ADEMU ENEMONA,M,MPN,487,8,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,AUDU YUNISA IMADI,M,ANDP,413,9,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,AKOJE KELVIN ENEOJO,M,ANN,341,10,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,EGWU AMANAH MATHIAS PAUL,M,PPA,338,11,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,AKOGU GABRIEL BALA,M,PPC,304,12,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ABOH ADUOJO SAMUEL,M,NEPP,263,13,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,YUNUSA ABDULWAHAB,M,LP,245,14,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,OKAI YAHAYA,M,PPN,213,15,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,"UMAR ABDULAZEEZ USMAN, ODEGIRI",M,NCP,157,16,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,AGENE MATTHEW E,M,ACPN,143,17,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,SALIHU UMAR OKAI,M,AA,138,18,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ACHENEJE GABRIEL,M,APM,115,19,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,KATO FRANK,M,ID,114,20,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,DANLADI SULEIMAN ABU,M,DPP,83,21,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ATADOGA UGBEDE DAVID,M,DA,67,22,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,OBOY ALFA AMOS,M,JMPP,56,23,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,ODUFU COSMAS FRIDAY,M,CNP,50,24,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,AKOJE ENEOJO KEVIN,M,PT,30,25,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,AKUBO VICTOR OJIMAOYO KING,M,UPP,30,26,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,CHINGA EMMANUEL DAVID,M,YPP,27,27,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,JOHN IDOKO AKPA,M,GDPN,26,28,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,YAKUBU ADIJETU,F,UPC,20,29,0
senate,2019,Kogi,KOGI EAST,SD/065/KG,MOHAMMED LAWAL ABUBUKAR,M,GPN,15,30,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,MELAYE DANIEL DINO,M,PDP,85395,1,1
senate,2019,Kogi,KOGI WEST,SD/066/KG,ADEYEMI SMART,M,APC,66901,2,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,JOHN ADEYEMI OLABODE,M,ADC,6861,3,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,AMBASSADOR RUFUS B. AIYENIGBA,M,SDP,560,4,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,ADEYEMI TAIWO,M,NEPP,254,5,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,NOAH JOHN ABIODUN,M,PPA,166,6,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,ABAYOMI MOSES,M,AD,156,7,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,CHIEF SUNDAY AWONIYI ONUGBAMI,M,APM,116,8,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,JOHN IDACHABA,M,PPC,97,9,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,ATTEH SAMUEL,M,PPN,93,10,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,IBITOYE ROSLINE ABOSEDE,F,A,84,11,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,EMMANUEL OLAYEMI OLAKUNLE,M,JMPP,66,12,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,IBRAHIM HANNATU AKUJIMISI,F,LP,57,13,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,ABDULKADIR USMAN,M,DA,50,14,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,IGBINYEMIN JEREMIAH TEMITOPE,M,ACPN,48,15,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,SULEIMAN TENIMU,M,NCP,45,16,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,AINA OLASUNKANMI OLAYINKA,M,CAP,42,17,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,MUHAMMED ABDULKAREEM,M,UPC,32,18,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,ONILE EYITAYO BAMIDELE,M,ID,28,19,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,ANIA OLASUNKANMI,M,PT,12,20,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,OLORUNTOBA CHERRY YINKA,F,UPP,11,21,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,METHUSELAH ALONGE GALLIO,M,MPN,10,22,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,OKPANACHI BALA NICHOLAS,M,KP,7,23,0
senate,2019,Kogi,KOGI WEST,SD/066/KG,PETERS OBAJE OLUSEGUN,M,DPC,4,24,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,OLORIEGBE YAHAYA IBRAHIM,M,APC,123808,1,1
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,SARAKI ABUBAKAR OLUBUKOLA,M,PDP,68994,2,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,MOHAMMED SAIDU,M,PT,940,3,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,BUSARI SHAAMSUDDEEN ABOLORE AKANDE,M,ANRP,331,4,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ABDULWAHEED MARIAM,F,ADP,312,5,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ABUBAKAR ABDULRAHEEM,M,ADC,236,6,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ALADE IYIOLA OLAWOLE M,M,PDC,226,7,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ISMAILA AKEEM,M,AA,216,8,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,IBRAHIM WASIU AYINDE,M,PPA,192,9,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,AMBALI ABDULAKABIR,M,ACPN,162,10,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,KAMAL IBRAHIM,M,ANP,114,11,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,WURAOLA HASIYA GAMBARI,F,APN,99,12,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ABDULSALAM KUBURAT,F,LP,72,13,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,BABATUNDE SULYMAN,M,SDP,71,14,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ANJORIN JOHN TEMITAYO,M,PPN,58,15,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ABUBAKAR KHADIJAT BIMBO,F,MPN,56,16,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ABDULRAHMAN ABUBAKAR GARBA,M,A,53,17,0
